bar_id,bar_pub_name,borough,building,address,zip,phone,latitude,longitude,score,grade,grade_dt
41172425,EL POLLO RESTAURANT AND BAR,Staten Island,558560,RICHMOND ROAD,,7188154928,0.0,0.0,7,A,2019-02-21
41562854,EL TUCANAZO BAR,Queens,8317,ROOSEVELT AVENUE,11372,3479653206,40.747787049848,-73.882485494917,10,A,2018-08-28
40698840,GALICIA BAR,Queens,8302,NORTHERN BOULEVARD,11372,3472550587,40.755658112503,-73.884283518021,7,A,2019-05-01
50094476,GENTLE JUICE BAR,Brooklyn,8400,FLATLANDS AVENUE,11236,6462586198,40.637307694409,-73.910467603111,10,A,2022-01-26
50109016,HUTAOLI MUSIC RESTAURANT & BAR,Manhattan,42,WEST   33 STREET,10001,9172616989,40.748598563934,-73.987061376289,2,A,2022-01-27
50037861,IMANI CARRIBEAN KITCHEN & BAR,Brooklyn,271,ADELPHI STREET,11205,7189230100,40.68926200229,-73.971077268457,7,A,2018-11-16
41380930,INATESSO PIZZA BAR CASANO,Manhattan,28,WEST STREET,10006,2122678000,40.706951852588,-74.015945824424,2,A,2022-04-12
50091582,KA-VA BAR,Brooklyn,160,HAVEMEYER STREET,11211,9292502244,40.711353261282,-73.95770342961,11,A,2019-07-11
50074238,LA CASA DEL MOFONGO AND PIANO BAR,Manhattan,546,WEST  207 STREET,10034,2125448888,40.865972542051,-73.920122864308,12,A,2019-12-03
41176438,LAS CAMELIAS BAR & RESTAURANT,Bronx,1802,WESTCHESTER AVENUE,10472,7187941827,40.831920561212,-73.866147212835,13,A,2018-07-14
50066436,LIVE HEALTHY JUICE BAR,Manhattan,2372,AMSTERDAM AVENUE,10033,2129287575,40.845889050938,-73.932522779771,39,Z,2022-07-19
50087890,LOBBY BAR,Manhattan,701,7 AVENUE,10036,6469431582,40.759286347772,-73.984543344215,12,A,2019-04-18
40391060,LUKE'S BAR & GRILL,Manhattan,1394,THIRD AVENUE,10075,2122497070,40.774501809212,-73.957143252533,11,P,2019-11-15
50083317,MERIENDA SNACK BAR,Manhattan,2192,AMSTERDAM AVENUE,10032,6463603793,40.840325040838,-73.936587075449,10,A,2019-06-27
50001961,MI OTRA CASA REST BAR,Queens,91-06,43 AVENUE,11373,7184290510,40.743356563664,-73.874304930603,9,A,2018-09-10
50003701,MILLER'S ALE HOUSE,Staten Island,2883,RICHMOND AVENUE,10314,7184470112,40.57592016823,-74.169792335024,13,A,2018-02-14
50057895,MIS ANTOJITOS AND NATURAL JUICE BAR,Bronx,1268,MORRISON AVENUE,10472,3475908673,40.831307503712,-73.875023471497,12,A,2019-02-06
50017569,PARRILLADAS SUNRISE MEXICAN RESTAURANT BAR,Queens,8311,NORTHERN BLVD,11372,9173964825,40.755680019591,-73.88423294698,9,A,2018-05-15
40545555,PC'S BAR AND GRILL,Brooklyn,7215,5 AVENUE,11209,7184912845,40.631502458423,-74.021796595907,2,A,2019-07-25
40717234,PINE BAR & GRILL,Bronx,1634,EASTCHESTER ROAD,10461,7183190900,40.84527746261,-73.84509543926,7,A,2016-12-23
41312955,RIPE JUICE BAR & GRILL,Queens,7013,AUSTIN STREET,11375,7182612881,40.720782659416,-73.846479016455,12,A,2019-08-20
41686601,RUSTY'S BAR,Staten Island,879,FOREST AVENUE,10310,7182735501,40.628813473443,-74.11874524858,9,A,2017-11-28
50064720,SANT AMBROEUS COFFEE BAR,Manhattan,1136,3 AVENUE,10065,6463055813,40.766157116226,-73.963227976539,8,A,2022-07-06
40717386,SHEEPSHEAD BAY YACHT CLUB BAR,Brooklyn,3076,EMMONS AVENUE,11235,7188910991,40.58396636655,-73.936367010318,10,A,2017-07-19
50090193,SIDE BAR,Manhattan,55,HUDSON YARDS,10001,2159134007,40.755439214916,-74.002219825347,5,A,2022-06-10
50110467,SNACK BAR,Manhattan,679,RIVERSIDE DRIVE,10031,9145575042,40.827111090442,-73.951960177271,22,B,2022-05-18
50000782,SOLACE BAR & GRILL,Manhattan,3496,BROADWAY,10031,2129260166,40.82498371787,-73.951488382054,12,A,2019-07-31
50019016,THE BUSH DOCTOR JUICE BAR,Brooklyn,307,TOMPKINS AVENUE,11216,7185947607,40.687468220655,-73.944723410736,3,A,2018-05-22
40394701,THE END ZONE BAR,Queens,14944,14 AVENUE,11357,7187469654,40.788521011422,-73.815044928394,13,A,2018-09-12
50062733,TOM AND JOANS WHISKEY BAR,Brooklyn,437,GRAHAM AVENUE,11211,7183835336,40.718237244914,-73.945004426896,12,A,2019-05-02
50082412,VEGGIES NATURAL JUICE BAR & CAFE,Brooklyn,1209,NOSTRAND AVENUE,11225,3473651669,40.657676219121,-73.950298602361,10,A,2019-08-12
50067554,290 WILD BAR,Staten Island,290,WILD AVENUE,10314,7186988811,40.587008050513,-74.19135787554,13,A,2018-04-05
50054535,575 PUB ON SECOND,Manhattan,93,2 AVENUE,10003,9177703962,40.727055095993,-73.988793773122,13,A,2019-05-01
50012221,ANDALUCIA BAR & LOUNGE,Brooklyn,1336,BUSHWICK AVENUE,11207,9173184044,40.685877611825,-73.911808358656,9,A,2022-04-15
50045177,ANNIE MOORES PUB & RESTAURANT,Manhattan,22,EAST   41 STREET,10017,2129867826,40.752335962275,-73.980275157225,13,A,2019-05-30
50101896,Amores Cafe and Salad Juice Bar,Manhattan,5025,BROADWAY,10034,3473403235,40.86938998294,-73.916615146727,5,A,2020-03-06
50040892,BEST CHOICE CARIBBEAN RESTAURANT AND JUICE BAR,Bronx,3973,BRONXWOOD AVENUE,10466,7187982002,40.88586548621,-73.854783366137,10,P,2018-05-02
50017599,BLEND SALAD AND JUICE BAR,Brooklyn,1310,78 STREET,11228,7182325300,40.618274341488,-74.00873491395,14,P,2019-10-28
40964289,BOAT BAR,Brooklyn,175,SMITH STREET,11201,7182540607,40.685828845135,-73.991057889811,9,A,2022-02-11
41216872,BRIAN DEMPSEY'S ALE HOUSE,Queens,3931,BELL BOULEVARD,11361,7186313024,40.764931313225,-73.771678796078,12,A,2019-10-30
50093730,BRICKS & HOPS BEER GARDEN,Bronx,65,BRUCKNER BOULEVARD,10454,7184503991,40.806385715307,-73.926396876708,4,A,2020-02-25
40536534,CASSIDY'S ALE HOUSE,Queens,7502,31 AVENUE,11370,7184246549,40.758550730751,-73.892374905637,11,A,2022-02-24
41713697,DE LA MORA RESTAURANT AND BAR,Queens,8419,NORTHERN BOULEVARD,11372,3478320654,40.755783325695,-73.883250984371,7,A,2018-10-04
50079467,DUSK TIL DAWN BAR & LOUNGE,Brooklyn,372,KOSCIUSZKO STREET,11221,9176504160,40.69201074858,-73.939159138238,9,A,2019-02-08
50092932,ENERGY JUICE BAR,Brooklyn,906,KINGS HIGHWAY,11223,7189754480,40.606817606445,-73.96348174362,17,Z,2022-07-28
40917497,ESSENCE BAR & RESTAURANT,Brooklyn,1662,ATLANTIC AVENUE,11213,7184673300,40.677678245798,-73.935444437491,13,A,2019-11-16
40374814,EUROPA BAR,Queens,9402,SUTPHIN BOULEVARD,11435,7182971128,40.698904597637,-73.806884362129,7,A,2019-03-13
50055374,FLORA BAR,Manhattan,945,MADISON AVENUE,10021,6317038780,40.773450240645,-73.964198756002,9,A,2020-01-07
41711586,GREY BAR & RESTAURANT,Manhattan,43,WEST   26 STREET,10010,2125322643,40.744220964256,-73.990017887719,7,A,2018-08-13
50012273,"HALSEY'S TAVERN, MOM'S KITCHEN & BAR",Queens,3095,33RD ST,11102,7182670142,40.764025438146,-73.921494641137,13,A,2018-02-24
41642375,HARLEM FOOD BAR,Manhattan,2100,FREDERICK DOUGLASS BOULEVARD,,2122229570,0.0,0.0,13,A,2017-10-19
40366054,HEALY'S PUB,Queens,10807,ROCKAWAY BEACH BOULEVARD,11694,7184749600,40.581733753666,-73.830282829448,12,A,2022-01-06
50048150,INTERCONTINENTAL BARCLAY - BAR,Manhattan,111,EAST   48 STREET,10017,2127555900,40.755543331821,-73.973979274354,3,A,2019-04-22
40748959,IONA'S BAR,Brooklyn,180,GRAND STREET,11211,7183848300,40.71431874209,-73.960886730903,12,A,2022-03-07
50050253,JONES DAY CAFE & COFFEE BAR,Manhattan,250,VESEY STREET,10281,2129017027,40.714521963959,-74.015677098865,11,A,2022-04-15
41176438,LAS CAMELIAS BAR & RESTAURANT,Bronx,1802,WESTCHESTER AVENUE,10472,7187941827,40.831920561212,-73.866147212835,13,A,2019-06-15
41188824,MAX BRENNER CHOCOLATE BAR,Manhattan,841,BROADWAY,10003,6464678803,40.734235588132,-73.990896210912,0,A,2022-01-26
50052366,MILK BAR,Brooklyn,620,VANDERBILT AVENUE,11238,7182300844,40.677790996992,-73.968821768511,7,A,2019-06-25
50059434,MILK BAR WEST VILLAGE,Manhattan,74,CHRISTOPHER STREET,10014,3472425762,40.73351951589,-74.003384566798,10,A,2018-07-16
41455044,MR. BIGGS BAR AND GRILL,Manhattan,596,10 AVENUE,10036,2122462030,40.760385178919,-73.994903045468,13,A,2022-04-18
41645425,NEW YORK BEER COMPANY,Manhattan,321,WEST   44 STREET,10036,2122452337,40.758883444152,-73.989669154574,13,A,2018-01-09
41471348,PINKERTON WINE BAR,Brooklyn,263,NORTH    6 STREET,11211,9734203402,40.714774678397,-73.954288780267,9,A,2020-01-24
41389501,PLAY SPORTS BAR,Staten Island,2,SNEDEN AVENUE,10312,7189843700,40.540512101004,-74.177163916824,9,A,2018-05-29
50075683,PRIMO'S BAR,Manhattan,95,WEST BROADWAY,10013,9175123432,40.715582149874,-74.009166162944,12,A,2022-06-22
50045991,SABOR LATINO BAR & GRILL,Bronx,2968,JEROME AVENUE,10468,7184844436,40.873056032834,-73.889502252301,9,A,2019-07-11
41696929,SCALLYWAG'S IRISH PUB & REST,Manhattan,508,9 AVENUE,10018,6464904803,40.756122539791,-73.994296975335,49,C,2019-01-18
50064473,TACOS MORELOS BAR & RESTAURANT,Queens,9413,37TH AVE,11372,3478320193,40.750952572955,-73.872944299306,2,A,2018-11-05
50078022,TERRAVITA BAR & KITCHEN,Manhattan,4193,BROADWAY,10033,6463704371,40.848107034346,-73.937808565216,7,A,2019-06-07
40369983,THE DART SPORTS BAR,Queens,8318,PARSONS BOULEVARD,11432,7182911894,40.715270326351,-73.807698905887,10,A,2019-05-06
40369983,THE DART SPORTS BAR,Queens,8318,PARSONS BOULEVARD,11432,7182911894,40.715270326351,-73.807698905887,12,A,2022-03-09
50060083,THE HUDSON BAR ROOM,Manhattan,444,10 AVENUE,10001,6469525980,40.755054963628,-73.998787224394,5,A,2019-06-06
50001329,THE LONG ISLAND BAR,Brooklyn,110,ATLANTIC AVENUE,11201,7186258908,40.690808159112,-73.996466159306,9,A,2019-04-01
40998586,TRUMP BAR,Manhattan,725,5 AVENUE,10022,2127157290,40.762501364873,-73.974286993203,10,A,2020-02-07
40867037,WARREN HALL COFFEE BAR,Manhattan,1125,AMSTERDAM AVENUE,10025,2128548641,40.806347912615,-73.961377891738,9,A,2022-02-08
41699269,WATERMARK BAR,Manhattan,78,SOUTH STREET,10038,2127428200,40.70548168148,-74.004360568835,13,A,2019-05-23
50061031,WHITE & CASE COFFEE BAR & PANTRY,Manhattan,1221,AVENUE OF THE AMERICAS,10036,6468852175,40.759093865126,-73.982135738508,7,A,2022-07-07
41396658,1893 SPORTS BAR,Bronx,1,EAST  161 STREET,10451,9172843260,40.829028434834,-73.928496459645,9,A,2018-08-16
40571081,ARCHER SPORTS BAR,Bronx,1511,WHITE PLAINS ROAD,10462,3472936815,40.838397968695,-73.863658543799,0,A,2022-05-02
40976304,ART BAR,Manhattan,52,8 AVENUE,10014,2127270244,40.738578108589,-74.003630206504,9,A,2019-09-03
41254923,AYZA CAFE & WINE BAR,Manhattan,11,WEST   31 STREET,10001,2127142992,40.746830889626,-73.986643076461,11,A,2022-04-20
41688500,"BARCLAYS 40, 40 CLUB BAR",Brooklyn,620,ATLANTIC AVENUE,11217,9176186310,40.683446896895,-73.975691312176,2,A,2018-05-11
50065904,BARROW STREET ALE HOUSE,Manhattan,15,BARROW STREET,10014,2126910282,40.732621995998,-74.002698957072,11,A,2019-03-29
50065904,BARROW STREET ALE HOUSE,Manhattan,15,BARROW STREET,10014,2126910282,40.732621995998,-74.002698957072,9,A,2021-08-24
50017059,BASES LOADED SPORTS BAR,Bronx,2997,WESTCHESTER AVENUE,10461,7188298500,40.847103775314,-73.83216943475,14,B,2019-09-25
41638047,BESO RESTAURANT AND BAR,Brooklyn,370,LEWIS AVENUE,11233,3479152900,40.682923289868,-73.935049942802,2,C,2017-10-20
40401173,BIG BAR,Manhattan,73,EAST    7 STREET,10003,2127776969,40.727392481603,-73.98672636244,7,A,2019-04-04
40944804,BLAGGARD'S PUB,Manhattan,8,WEST   38 STREET,10018,2123822611,40.751208353675,-73.983354175874,11,A,2019-09-26
50066830,BLUE RIBBON SUSHI BAR,Manhattan,30,ROCKEFELLER PLAZA,10112,2129370204,40.758747437799,-73.978692223615,11,A,2019-06-04
40368338,BRADY'S BAR,Manhattan,1583,2 AVENUE,10028,2128616070,40.775433620871,-73.953532090009,9,A,2019-07-16
40383511,BRANDY'S PIANO BAR,Manhattan,235,EAST   84 STREET,10028,2127444949,40.777135582011,-73.954061663781,12,A,2022-03-10
50012102,BRIK BAR LOUNGE & KITCHEN,Queens,32-16,STEINWAY STREET,11103,7182672745,40.758539926809,-73.919357003813,8,A,2019-12-26
40393243,BUDDY'S BURRITO & TACO BAR,Brooklyn,260,COURT STREET,11231,7184888695,40.685148360927,-73.994562675802,13,A,2019-10-10
50004900,C J's BAR & LOUNGE,Queens,137-09,CROSSBAY BOULEVARD,11417,7188482498,40.671808514998,-73.843091788689,9,A,2017-01-04
41468132,COLLAGE BISTRO & BAR,Manhattan,342,WEST   40 STREET,10018,2127066210,40.756473732441,-73.992008504149,10,A,2019-08-16
50056941,CRUDO BAR,Manhattan,306,WEST   13 STREET,10014,6468961404,40.739217644363,-74.003438986216,12,A,2022-08-03
40368577,DENNY'S PUB,Brooklyn,106,BEVERLY ROAD,11218,7184352156,40.642931856285,-73.978869881609,11,A,2017-01-24
50079043,"DOMODOMO KITCHEN, RAW BAR",Manhattan,138-140,W HOUSTON ST,10012,6467070301,40.727821420367,-74.001710177992,33,A,2018-10-01
50000938,DONOVAN'S PUB,Queens,57-24,ROOSEVELT AVENUE,11377,7184299339,40.745347677305,-73.907236219138,12,A,2019-09-05
50001622,EARL'S BEER & CHEESE,Manhattan,1259,PARK AVENUE,10029,2122891581,40.787435752033,-73.951891412337,12,A,2019-11-14
50059321,EL NUEVO SALINAS BAR & RESTAURANT,Queens,10202,NORTHERN BLVD,11368,7182051980,40.757535339296,-73.866419993828,10,A,2019-12-13
50117234,EMERALD PUB,Queens,18301,HORACE HARDING EXPY,11365,7183575572,40.739979766326,-73.791005913913,5,A,2022-02-07
40731158,FISH BAR,Manhattan,237,EAST    5 STREET,10003,6463190293,40.727326963728,-73.990283807935,12,A,2022-07-20
50089069,FRESH WEY JUICE BAR,Bronx,1354,WHITE PLAINS ROAD,10462,7186843999,40.834919642763,-73.863036897257,10,A,2019-05-01
41136985,GLACKEN'S BAR,Bronx,135,EAST  149 STREET,10451,7185857082,40.818870144188,-73.928496577747,10,A,2022-02-18
41136985,GLACKEN'S BAR,Bronx,135,EAST  149 STREET,10451,7185857082,40.818870144188,-73.928496577747,6,A,2019-11-01
50067224,GREEN LEAFS JUICE BAR,Queens,4151,49TH ST,11104,9173964276,40.745935791121,-73.915283371434,9,A,2019-11-08
50012273,"HALSEY'S TAVERN, MOM'S KITCHEN & BAR",Queens,3095,33RD ST,11102,7182670142,40.764025438146,-73.921494641137,11,A,2017-03-29
41541928,JEFFREY'S GROCERY RESTAURANT & OYSTER BAR,Manhattan,172,WAVERLY PLACE,10014,6463987630,40.733928528991,-74.001244864328,13,A,2017-05-05
50010054,JOHN SULLIVAN'S PUB,Manhattan,210,WEST   35 STREET,10001,2129937223,40.751909103574,-73.990767461497,8,A,2019-09-11
50051556,JORDAN SNACK BAR AND BURGER,Manhattan,4419,BROADWAY,10040,3476146804,40.855778671661,-73.933112787657,12,A,2018-02-02
50072379,KINGSLAND BAR,Brooklyn,269,NORMAN AVENUE,11222,3476146886,40.727738218457,-73.942135438245,13,A,2022-05-26
41061923,LENOS BAR CAFE,Queens,80-15,NORTHERN BOULEVARD,11372,7185331113,40.755389083024,-73.886994701009,11,A,2017-10-28
50071950,MADAM MARIE'S BAR,Queens,3515,BROADWAY,11106,9177450297,40.760380735819,-73.921989878456,10,A,2022-04-11
50001961,MI OTRA CASA REST BAR,Queens,91-06,43 AVENUE,11373,7184290510,40.743356563664,-73.874304930603,12,A,2018-03-27
50068343,MILK BAR,Brooklyn,204,6 AVENUE,11217,9292763396,40.675528667574,-73.977904154533,10,A,2019-11-06
50017419,MOTT HAVEN BAR & GRILL,Bronx,2412,3 AVENUE,10454,7186652001,40.808633427586,-73.930422173136,7,A,2020-01-22
40513031,NINA'S GREAT BURRITO BAR,Manhattan,522,COLUMBUS AVENUE,10024,2127873473,40.785957643232,-73.972566222568,8,A,2019-06-06
50086380,NUTTY SPORTS BAR & GRILL,Queens,10506,JAMAICA AVE,11418,9179680337,40.695216989836,-73.841821195233,2,A,2022-07-28
50079707,PARAISO BAR & LOUNGE,Queens,18411,JAMAICA AVE,11423,7184544213,40.70922840722,-73.775607151945,10,A,2019-08-31
41037118,PARAMOUNT BAR & GRILL,Manhattan,235,WEST   46 STREET,10036,2128274116,40.759124635911,-73.986348218206,18,B,2019-08-01
40545555,PC'S BAR AND GRILL,Brooklyn,7215,5 AVENUE,11209,7184912845,40.631502458423,-74.021796595907,0,A,2022-01-11
