CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE
41243693,MONAHAN & FITZGERALD,Queens,214-17,41 AVENUE,11361
41504405,ECUA POLLOS BAR RESTAURANT,Brooklyn,1262,MYRTLE AVENUE,11221
50106261,HAPPY LAMB,Queens,13659,37TH AVE,11354
41227842,NICKY'S COFFEE SHOP,Bronx,3140,BAINBRIDGE AVENUE,10467
50037622,TEPACHE,Brooklyn,361,HALSEY STREET,11216
50075407,JUICE PRESS,Manhattan,350,5 AVENUE,10118
50115985,HANG HE,Queens,9549,ROOSEVELT AVE,11372
50004299,EMMETTS,Manhattan,50,MACDOUGAL STREET,10012
41304936,DRAM SHOP,Brooklyn,339,9 STREET,11215
50070383,KIMCHAYUL MYUNGPOOM GALBI,Queens,4122,162ND ST,11358
50109778,L'ANGOLO DELLA VILLETTA,Manhattan,944,1 AVENUE,10022
50082903,TSAOCAA,Brooklyn,773,59 STREET,11220
50081779,CHIRP,Manhattan,369,WEST   34 STREET,10001
50119693,DOS TOROS,Brooklyn,64,COURT STREET,11201
50064516,CROSS CULTURE KITCHEN,Manhattan,62,EAST  116 STREET,10029
50124966,,Queens,19038,118TH AVE,11412
50113027,,Manhattan,2191,3 AVENUE,10035
40366230,DON PEPPE,Queens,13558,LEFFERTS BOULEVARD,11420
50107444,I SUSHI,Queens,5940,MYRTLE AVE,11385
50071835,BRIGITTE BISTRO MODERNE,Manhattan,37,CANAL STREET,10002
50074195,NOCHES MEXICANAS,Bronx,524,BROOK AVENUE,10455
50055346,SOPHIE'S CUBAN CUISINE,Manhattan,1015,AVENUE OF THE AMERICAS,10018
50108407,MAISON DU TSURU,Brooklyn,428,HUMBOLDT STREET,11211
50113925,BAD HABITS,Queens,3203,BROADWAY,11106
50103147,BAXTER ST CAFE,Manhattan,128,BAXTER STREET,10013
41716909,STARBUCKS,Staten Island,106,PAGE AVENUE,10309
50105284,ZAMAAN,Brooklyn,8915,5 AVENUE,11209
50112644,BAYBRIDGE SZECHUAN GOURMET,Queens,20806,CROSS ISLAND PKWY,11360
50118560,,Manhattan,93,EAST    7 STREET,10009
50083123,MAISON BANGKOK,Manhattan,355,EAST   78 STREET,10075
50104815,MISHKA SOHO,Manhattan,519,BROOME STREET,10013
40403822,ANTUN'S,Queens,9643,SPRINGFIELD BOULEVARD,11429
50120176,,Manhattan,19,DOYERS STREET,10013
50068271,SANMA JAPANESE RESTAURANT,Staten Island,10,AKRON STREET,10314
50098486,HARBOR FITNESS,Brooklyn,550,5 AVENUE,11215
50043865,HUNGRY GHOST COFFEE BAR AND CAFE AT TISCH,Manhattan,721,BROADWAY,10003
50050701,FREDERICK SOUL HOLE,Queens,23316 A,MERRICK BLVD,11422
50090846,THE MIGRANT KITCHEN,Brooklyn,55,WATER STREET,11201
41014435,YOLI RESTAURANT,Manhattan,274,EAST    3 STREET,10009
40367790,MCDONALD'S,Brooklyn,943,FLATBUSH AVENUE,11226
41265425,CHILI'S GRILL & BAR,Queens,8016,COOPER AVENUE,11385
41299987,DUNKIN,Bronx,209,WEST  231 STREET,10463
50070272,KRAZY PIZZA AND WINGS,Brooklyn,1784,BROADWAY,11207
41503710,D'ANTIGUA RESTAURANT,Queens,8416,NORTHERN BOULEVARD,11372
41621807,"WEI WEST, BEANS & GREENS",Manhattan,102,NORTH END AVENUE,10282
50100492,BAP JIP,Queens,2908,UNION ST,11354
50008669,NUMERO 28 PIZZERIA,Manhattan,176,2 AVENUE,10003
50088419,VAN LEEUWEN ICE CREAM,Manhattan,20,HUDSON YARDS,10001
50078845,TACOMBI FORT GREENE,Brooklyn,25,LAFAYETTE AVENUE,11217
50111459,House of Saturn Cafe,Queens,1818,COLLEGE POINT BLVD,11356
50113637,FRESH TAKE ON LIFE,Bronx,1892,EASTCHESTER ROAD,10461
50111056,,Bronx,1801,WESTCHESTER AVENUE,10472
41351040,HUDSON VIEW RESTAURANT,Manhattan,770,WEST  181 STREET,10033
50102551,BALCONY LOUNGE,Manhattan,1000,5 AVENUE,10028
50108262,KFC,Queens,15805,UNION TPKE,11366
50088923,HEMO'S SPOT 5,Brooklyn,6929,5 AVENUE,11209
50119719,MANGROVE (TASTING ROOM),Brooklyn,2123,CATON AVENUE,11226
41607387,DADA'S COFFEE SHOP,Bronx,2287,WESTCHESTER AVENUE,10462
50084615,MAKE MY CAKE,Manhattan,775,COLUMBUS AVENUE,10025
50099946,Work Cafe,Brooklyn,85,NORTH    6 STREET,11249
50076293,TEQUILA & MEZCAL,Bronx,1292,WESTCHESTER AVENUE,10459
50116114,GREAT CHINA,Staten Island,2154,FOREST AVENUE,10303
50111140,COSMICO,Brooklyn,80,N 6TH ST,11249
40483729,CAFE MADISON,Manhattan,51,MADISON AVENUE,10010
40745610,MILAN SPORTS BAR,Queens,7311,METROPOLITAN AVENUE,11379
50108321,KFC/TACO BELL,Brooklyn,2026,CONEY ISLAND AVENUE,11223
50040683,JEMZ RESTAURANT,Brooklyn,1171,SAINT JOHNS PLACE,11213
50094019,EL TIPICO RESTAURANT,Brooklyn,2933,FULTON STREET,11207
41658866,DELI DOROJ FRIED CHICKEN AND PIZZA,Brooklyn,2637,86 STREET,11223
41699082,COMPLETE BODY,Manhattan,10,HANOVER SQUARE,10005
50033122,PARTY WELL RESTAURANT & ORIENTAL BAKERY,Queens,14932,41ST AVE,11355
50073460,MAMA FOX,Brooklyn,327,STUYVESANT AVENUE,11233
50076114,MIYAKO,Manhattan,642,AMSTERDAM AVENUE,10025
50123139,HARTBREAKERS,Brooklyn,313,KNICKERBOCKER AVENUE,11237
50044262,LUNERA MODERN MEXICAN,Queens,3225,STEINWAY ST,11103
50000083,KENNEDY FRIED CHICKEN,Bronx,2310,GRAND CONCOURSE,10458
41085065,THE LEVEE,Brooklyn,212,BERRY STREET,11249
50080649,TURKO'S GRILL,Brooklyn,110,MOORE STREET,11206
41700207,IVY,Manhattan,944,8 AVENUE,10019
50110906,COFFEE Rx ROASTERS,Manhattan,123,WEST    3 STREET,10012
50074855,JUST SALAD,Manhattan,2,EAST   39 STREET,10016
41635173,BU MU,Manhattan,61,WEST    8 STREET,10011
50033207,ISTANBUL BAY TURKISH CAFE,Brooklyn,2202,86 STREET,11214
41713485,EAST MET WEST,Brooklyn,752,METROPOLITAN AVENUE,11211
50035115,CROSSBAY DELI & GRILL,Queens,10510,CROSSBAY BLVD,11417
50066554,LOEWS REGENCY BAR AND GRILL / SANT AMBROEUS,Manhattan,540,PARK AVENUE,10065
50064582,POKE WAVE,Queens,3507,BROADWAY,11106
40813994,MAX SOHA,Manhattan,1274,AMSTERDAM AVENUE,10027
41396660,NATHAN'S FAMOUS (STAND 312),Bronx,1,EAST  161 STREET,10451
41688043,GELSO & GRAND,Manhattan,161,MULBERRY STREET,10013
50121684,MOON LOT,Queens,189,BEACH   96 STREET,11693
40371684,LIBERMAN'S LUNCHEONETTE,Brooklyn,4801,16 AVENUE,11204
50105049,AZUR LOUNGE,Queens,3329,ASTORIA BLVD,11103
40846486,SUNSET PARK DINER & DONUTS,Brooklyn,889,5 AVENUE,11232
50102443,JOBITO BRONX RESTAURANT,Bronx,2001,JEROME AVENUE,10453
50072380,POPEYES,Brooklyn,6516,18 AVENUE,11204
50105480,MEL THE BAKERY,Manhattan,1,LUDLOW STREET,10002
50081251,SUGAR STORY,Queens,4049,COLLEGE POINT BLVD,11354
50077477,KENNEDY FRIED CHICKEN & PIZZA,Bronx,2487,JEROME AVENUE,10468
50104020,UNI THAI BISTRO,Brooklyn,265,EAST    7 STREET,11218
40819558,JAKE'S STEAKHOUSE,Bronx,6031,BROADWAY,10471
50106480,LIQUID RESTAURANT & LOUNGE,Queens,20005,LINDEN BLVD,11412
41044394,DUNKIN,Brooklyn,2928,AVENUE X,11235
41389861,WINE 30,Manhattan,41,EAST   30 STREET,10016
41711730,PETER CALLAHAN CATERING,Manhattan,137,WEST   25 STREET,10001
50000755,NEW PINANG,Queens,11110,QUEENS BLVD,11375
41355257,CASTILLO RESTAURANT,Brooklyn,4020,5 AVENUE,11232
50059314,JOE'S STEAM RICE ROLL,Queens,13621,ROOSEVELT AVE,11354
50048509,TRADEMARK,Manhattan,38,WEST   36 STREET,10018
50092549,LILI AND CATA,Brooklyn,72,GREENPOINT AVENUE,11222
50100136,SWERVE FITNESS UES,Manhattan,1140,3 AVENUE,10065
50109803,SERENDIPITY BROOKLYN,Brooklyn,229,SOUTH    3 STREET,11211
50035528,LINDEN FRIED CHICKEN,Brooklyn,2602,LINDEN BOULEVARD,11208
41362487,LA VIE,Queens,,JFK INTERNATIONAL AIRPORT,11430
50044624,GARDEN MARKET HOT DOG CONCESSION,Manhattan,4,PENN PLZ,10121
50090321,FIELDTRIP,Manhattan,109,LENOX AVENUE,10026
50126162,,Queens,8601,23RD AVE,11369
50089980,THE CALAVERAS,Manhattan,949,COLUMBUS AVENUE,10025
40850859,STARBUCKS,Manhattan,2529,BROADWAY,10025
50109541,CK GYRO & GRILL,Brooklyn,1838,EAST NEW YORK AVENUE,11207
50095112,GYU-KAKU RESTAURANT,Manhattan,620,AMSTERDAM AVENUE,10024
50116955,HUNGRY HOUSE,Brooklyn,141,FLUSHING AVENUE,11205
50104637,JEWELS BAGEL,Queens,6948,MAIN ST,11367
50117480,TEAUS SUSHI BURRITO,Queens,4235,MAIN ST,11355
50057270,KINGSBRIDGE SOCIAL CLUB,Bronx,3625,KINGSBRIDGE AVENUE,10463
40693095,SNACK BAR (LOCATED BETWEEN A-B BETWEEN FANCY FOOD AND MASTERS),Bronx,355,FOOD CENTER DRIVE,10474
50053469,POPEYES,Queens,13344,WHITESTONE EXPY,11354
50106138,GANSEVOORT LIBERTY MARKET,Manhattan,150,GREENWICH STREET,10007
50034294,PANADERIA LA AUTENTICA,Brooklyn,1878,86 STREET,11214
50071777,KATHMANDU FUSION KITCHEN,Queens,3926,61ST ST,11377
50011657,THE SABIENG THAI,Manhattan,71,1 AVENUE,10003
50126152,,Queens,10719,JAMAICA AVE,11418
50102398,HARLEM CRUST PIZZA,Manhattan,2446,ADAM CLAYTON POWELL JR BOULEVARD,
50012068,GREGORY'S COFFEE,Manhattan,48,EAST   33 STREET,10016
50068643,RISBO,Brooklyn,701,FLATBUSH AVENUE,11225
41403280,STARBUCKS,Queens,254-41,HORACE HARDING EXPRESSWAY,11362
40386001,PRIMOLA RESTAURANT,Manhattan,1226,SECOND AVENUE,10065
50117701,THE CHICK INN HARLEM,Manhattan,3508,BROADWAY,10031
50050190,SWEETGREEN,Manhattan,10,ASTOR PLACE,10003
40394207,PASCALOU,Manhattan,1308,MADISON AVENUE,10128
50086502,ESTRELLITA POBLANA TAQUERIA EXPRESS,Bronx,5975,BROADWAY,10471
50071311,TWISTERS CAFE,Queens,2537,STEINWAY ST,11103
50037764,SONAMU HOUSE,Queens,15815,NORTHERN BLVD,11358
50057703,PACIFIC KITCHEN,Staten Island,4255,AMBOY RD,10306
50105869,EL POTE RESTAURANT,Manhattan,718,2 AVENUE,10016
50007424,CALEXICO,Brooklyn,278B,5 AVENUE,11215
41328784,SOUTHSIDE COFFEE,Brooklyn,652,6 AVENUE,11215
41653860,BREWSKI'S BAR & GRILL,Bronx,3718,EAST TREMONT AVENUE,10465
50043003,BANGIA,Manhattan,11,EAST   32 STREET,10016
50044785,FARLEY'S BAR,Manhattan,4,PENN PLZ,10121
50126017,BAR AMERICANO,Brooklyn,180,FRANKLIN STREET,11222
50061283,"THE LAST WORD, TLW",Queens,3130,DITMARS BLVD,11105
40797684,AMERICAS CAFE & GRILL,Manhattan,1159,3 AVENUE,10065
50107788,COCO'S COFFEE HOUSE,Manhattan,175,BLEECKER STREET,10012
50119590,MILK AND ROSES,Brooklyn,1140,MANHATTAN AVE,11222
50012863,DUNKIN,Bronx,2035,BARTOW AVENUE,10475
50118030,East Harlem Pizza,Manhattan,1976,3 AVENUE,10029
50065335,WEST BAR & LOUNGE,Queens,13322,SPRINGFIELD BLVD,11413
40838447,STARBUCKS,Manhattan,510,6 AVENUE,10011
50068148,CHARLOTTE PATISSERIE,Brooklyn,201,COURT STREET,11201
50005498,KENNEDY FRIED CHICKEN,Bronx,13,EAST MOUNT EDEN AVENUE,10452
50099497,CAFE 575,Manhattan,575,5 AVENUE,10017
50112684,GRETA,Brooklyn,204,NASSAU AVENUE,11222
50114508,I LOVE GUACAMOLE RESTAURANT,Brooklyn,647,5 AVENUE,11215
50118823,,Queens,13621,ROOSEVELT AVE,11354
50066049,BLUE BOTTLE COFFEE,Manhattan,10,EAST   53 STREET,10022
41611717,KIMCHI GRILL,Brooklyn,766,WASHINGTON AVENUE,11238
50117386,MUNCH,Brooklyn,1376,CONEY ISLAND AVENUE,11230
50034570,HAND ROLLED BAGEL CAFE,Queens,2022,FRANCIS LEWIS BLVD,11357
50111725,KFC,Manhattan,707,LENOX AVENUE,10039
50102550,AMERICAN WING CAFE,Manhattan,1000,5 AVENUE,10028
41382150,SAPPHIRES EAST,Manhattan,333,EAST   60 STREET,10022
41679728,OH HOT BAGELS & CAFE,Queens,3944,21ST ST,11101
50125645,,Brooklyn,12,BRIGHTON   11 STREET,11235
41164678,NIOS RESTAURANT,Manhattan,130,WEST   46 STREET,10036
50054418,KINGS JUICE BAR,Queens,955,SENECA AVENUE,11385
50056612,LENWICH,Manhattan,25,PARK PLACE,10007
50061111,PIZZA STOP,Manhattan,2166,FREDERICK DOUGLASS BOULEVARD,
50079608,TAIYAKI NYC,Brooklyn,294,BEDFORD AVENUE,11249
50107989,Ace’s Pizza,Brooklyn,637,DRIGGS AVENUE,11211
50088071,THE CENTER FOR FICTION,Brooklyn,15,LAFAYETTE AVENUE,11217
50048150,INTERCONTINENTAL BARCLAY - BAR,Manhattan,111,EAST   48 STREET,10017
50059949,FLIK @ HOLY NAME PROVINCE,Manhattan,129,WEST   31 STREET,10001
50114684,,Queens,90-15,QUEENS BOULEVARD,11373
40943615,OTTO'S SHRUNKEN HEAD,Manhattan,538,EAST   14 STREET,10009
50116326,,Manhattan,52A,SHERMAN AVENUE,10040
40792697,MESKEREM,Manhattan,124,MACDOUGAL STREET,10012
41560794,JIMBO'S HAMBURGER,Bronx,515,EAST TREMONT AVENUE,10457
41684486,NEW KING'S FOOD RESTAURANT,Brooklyn,127,MALCOLM X BOULEVARD,11221
41466567,BAR VERDE,Manhattan,65,2 AVENUE,10003
50120024,SIX HAPPINESS,Manhattan,1413,2 AVENUE,10021
50043498,SAIGON VIETNAMESE SANDWICH,Manhattan,369,BROOME STREET,10013
40722206,BLUE & GOLD BAR,Manhattan,79,EAST    7 STREET,10003
41549763,CHIPOTLE MEXICAN GRILL,Manhattan,1379,6 AVENUE,10019
50047782,THE WEIR,Manhattan,1672,3 AVENUE,10128
50121785,,Manhattan,120,CHRISTOPHER STREET,10014
50018385,THE UP & UP,Manhattan,116,MACDOUGAL STREET,10012
50083691,BOCA RESTAURANT & STEAK HOUSE,Bronx,2458,WEBSTER AVE,10458
50004130,AVENUE P APPETIZER,Brooklyn,466,AVENUE P,11223
40368824,DOUBLES CLUB,Manhattan,783,5 AVENUE,10022
40639085,JEAN DANET FRENCH PASTRY,Brooklyn,7526,5 AVENUE,11209
40513414,PADDY MAGUIRE'S ALE HOUSE,Manhattan,237,THIRD AVENUE,10003
41627484,BAGEL EXPRESS,Manhattan,347,LEXINGTON AVENUE,10016
41451271,PITKIN SEAFOOD,Brooklyn,1670,PITKIN AVENUE,11212
41664275,"GRAND OAKS COUNTRY CLUB, BOXWOOD CAFE",Staten Island,200,HUGUENOT AVENUE,10312
50072842,CHEF GUO RESTAURANT,Queens,8329,BROADWAY,11373
50106739,LE PETIT MONSTRE,Brooklyn,82,WASHINGTON AVENUE,11205
41257749,POPEYES,Staten Island,1351,FOREST AVENUE,10302
41636015,BOBWHITE COUNTER.,Manhattan,94,AVENUE C,10009
50062657,PERIZIA KOSHER PIZZA,Brooklyn,1626,EAST   16 STREET,11229
40906725,WASHINGTON SQUARE CAFE,Manhattan,103,WAVERLY PLACE,10011
50087731,THE SOCIAL ASTORIA,Queens,3706,30TH AVE,11103
50102673,MODHUBON SWEETS & RESTAURANT,Brooklyn,93,CHURCH AVENUE,11218
50050607,HONG KONG RESTAURANT,Manhattan,1703,LEXINGTON AVENUE,10029
50044967,THE BURRITO SHOPPE AND SALAD JUNKIE,Staten Island,100,STUYVESANT PLACE,10301
50109900,Mama Tried,Brooklyn,147,27 STREET,11232
40914702,PIO PIO,Manhattan,702,AMSTERDAM AVENUE,10025
41464542,THE BLUEBELL CAFE,Manhattan,293,3 AVENUE,10010
50104653,BENVENUTO,Manhattan,182,AUDUBON AVENUE,10033
41381335,ISLAND ROTI SHOP,Queens,11811,ROCKAWAY BOULEVARD,11420
41638031,MAMAJUANA CAFE,Bronx,3233,EAST TREMONT AVENUE,10461
40549913,MCDONALD'S,Bronx,2170,WHITE PLAINS ROAD,10462
50102761,CARDINAL CAFE,Queens,9420,GUY R BREWER BLVD,11433
50123720,,Manhattan,64,WEST   15 STREET,10011
50001353,SAZON'S NUNEZ,Brooklyn,96,WYCKOFF AVENUE,11237
50046282,HARLEM BLUES CAFE,Manhattan,2144,5 AVENUE,10037
50072544,GOOD TASTE CHINESE RESTAURANT,Manhattan,3371,BROADWAY,10031
40586239,BROADWAY BAGEL,Manhattan,2658,BROADWAY,10025
50111911,LAO XI TA SHAO KAO,Queens,16013,NORTHERN BLVD,11358
50098659,RIVER JAPANESE CUISINE,Queens,3718,MAIN ST,11354
50083072,G'S EATERY & BAKERY,Queens,13536,ROCKAWAY BLVD,11420
50075521,BEST 164,Queens,3611,164TH ST,11358
41315553,MEDINA FRIED CHICKEN & INDIAN CUISINE,Queens,7617,101 AVENUE,11416
41302151,GOLDEN WAY CHINESE RESTAURANT,Queens,13309,CROSS BAY BOULEVARD,11417
50073073,WILD GINGER VEGAN BJQ,Brooklyn,182,NORTH   10 STREET,11211
41386380,FRANK'S,Brooklyn,465,COURT STREET,11231
50081412,GAZALA'S,Manhattan,447,AMSTERDAM AVENUE,10024
40692361,ANDREW'S COFFEE SHOP,Brooklyn,901,CHURCH AVENUE,11218
50083358,JAMAICAN BEST CORP,Queens,20408,HILLSIDE AVE,11423
50108579,FUEGO TIPICO RESTAURANT,Bronx,2467,GRAND CONCOURSE,10468
40602866,STARBUCKS,Manhattan,444,COLUMBUS AVENUE,10024
41566423,GOLDEN DRAGON RESTAURANT,Bronx,123,EAST TREMONT AVENUE,10453
50122743,ROKA MODERN MEDITERRANEAN,Brooklyn,349,BEDFORD AVENUE,11211
50047718,GREGORYS COFFEE,Manhattan,58,WEST   44 STREET,10036
50049177,LOLITAS KITCHEN & BURGER HOUSE,Manhattan,1364,LEXINGTON AVENUE,10128
50016144,SLIDE BAR-B-Q,Queens,5275,65TH PL,11378
50007040,DIVINE BICKLES RESTAURANT.,Queens,157-21,ROCKAWAY BOULEVARD,11434
50113258,CODDIWOMPLE,Manhattan,786,9 AVENUE,10019
50116773,CODDIWOMPLE,Manhattan,213,1 AVENUE,10003
50101588,BROOKLYN BAGEL,Queens,3505,BROADWAY,11106
50082562,GALAXY COFFEE SHOP,Bronx,3150,BAINBRIDGE AVENUE,10467
40750262,MARRIOTT MARQUIS - Main Kitchen/5th Floor Emplyee Cafe,Manhattan,1535,BROADWAY,10036
50073746,GOLDEN CITY SEAFOOD RESTAURANT,Brooklyn,6418,20 AVENUE,11204
50108652,HEALTHY IN DYCKMAN,Manhattan,4734,BROADWAY,10040
50114018,,Brooklyn,609,FRANKLIN AVENUE,11238
50047780,DUTCH FREDS,Manhattan,307,WEST   47 STREET,10036
41546054,PARK AVENUE TAVERN,Manhattan,99,PARK AVENUE,10016
50110176,LATHAM & WATKINS,Manhattan,1271,AVENUE OF THE AMERICAS,10020
50111793,CAFE SANDRA,Manhattan,194,1 AVENUE,10009
50036199,NOMO SOHO,Manhattan,9,CROSBY STREET,10013
50108899,GIA,Manhattan,334,BOWERY,10012
41173179,LA RONDINE PIZZA,Queens,12038,QUEENS BOULEVARD,11415
50032780,ABITINO'S PIZZA(CONCOURSE C),Queens,ONE,JFK INTERNATIONAL AIRPORT,11430
50055210,"RESTAURANT ASSOCIATES, INC",Manhattan,1133,AVENUE OF AMERICAS,10036
50112151,HOOK & REEL CAJUN SEAFOOD & BAR,Bronx,65,METROPOLITAN OVAL,10462
40715360,STARBUCKS,Manhattan,100,WILLIAM STREET,10038
50093018,CHEBI COFFEE SHOP,Brooklyn,1739,WEST    7 STREET,11223
50084490,ULUH,Manhattan,152,2 AVENUE,10003
50016967,LA FIESTA RESTAURANT,Manhattan,3789,BROADWAY,10032
50101461,TAQUERIA NIXTAMAL,Manhattan,115,DELANCEY STREET,10002
50009047,IZAKAYA NOMAD,Manhattan,13,WEST   26 STREET,10010
50111134,YUMMI BAKERY,Bronx,952,SOUTHERN BOULEVARD,10459
50104027,ZHELI SHANGHAI,Manhattan,19,SAINT MARKS PLACE,10003
50032974,BRANCH OFC,Brooklyn,225,ROGERS AVENUE,11225
41203328,DUNKIN,Queens,1423,150 STREET,11357
50097918,NEW YORK PIZZA,Bronx,921,EAST  174 STREET,10460
50039077,STOUT,Manhattan,60,EAST   41 STREET,10017
50107030,LOWKEY,Queens,70-15,AUSTIN STREET,11375
50088891,SEA WOLF,Brooklyn,420,KENT AVENUE,11249
50072979,CASA THEODORO,Queens,5418,31ST AVE,11377
50058174,SMOKE BBQ PIT,Queens,12921,MERRICK BLVD,11434
50040929,GOOD LUCK CHINESE RESTAURANT,Queens,4516,48TH AVE,11377
50105429,THE EDGE HARLEM KITCHEN,Manhattan,1694,PARK AVENUE,10035
50095550,ROSATORO,Queens,3502,DITMARS BLVD,11105
50085119,SCREAMER'S PIZZERIA,Brooklyn,685,FRANKLIN AVENUE,11238
50045630,MOKJA,Manhattan,852,AMSTERDAM AVENUE,10025
41603124,LUCKY SEVEN TAPAS BAR,Manhattan,1455,ST NICHOLAS AVENUE,10033
41478736,EXCLUSIVE PIZZA,Manhattan,810,WEST  181 STREET,10033
50094832,POKE ZONE,Brooklyn,67 1/2,6 AVENUE,11217
50058989,DUNKIN,Queens,3776,JUNCTION BLVD,11368
50104841,STARBUCKS COFFEE #14090,Brooklyn,3454,NOSTRAND AVENUE,11229
50102848,MCDONALD'S,Queens,7269,KISSENA BLVD,11367
50115053,Coco Fresh Tea & Juice,Queens,2922,DITMARS BLVD,11105
50053671,ARIRANG USA,Queens,4104,163RD ST,11358
50121210,Creedmoor Cafe,Queens,7926,WINCHESTER BLVD,
41711365,HOMETOWN CUISINE,Brooklyn,5017,8 AVENUE,11220
50035388,NATSUMI TAPAS,Manhattan,323,3 AVENUE,10010
50109954,KENNEDY CHICKEN AND GYRO,Manhattan,158,NAGLE AVENUE,10040
50093918,SHISEIDO,Manhattan,390,MADISON AVENUE,10017
40672603,FAILTE,Manhattan,531,2 AVENUE,10016
50111261,NO FORK,Bronx,612,CRESCENT AVENUE,10458
41532039,AUNTIE ANNE'S PRETZELS,Manhattan,664,8 AVENUE,10036
50105818,THE TEN BAR,Queens,15408,NORTHERN BLVD,11354
50044676,HEYI XIAOCHI II,Brooklyn,5301,8 AVENUE,11220
50033097,SOFITEL NEW YORK,Manhattan,45,WEST   44 STREET,10036
50070198,CARAVAN,Brooklyn,1797,MCDONALD AVENUE,11230
50053278,MAMA PHO/BEDFORD FOOD HALL,Brooklyn,172,BEDFORD AVENUE,11249
50004934,RICHI RICH PALACE,Queens,110-17,ATLANTIC AVENUE,11418
50045850,"SONY HUB, COFFEE BAR",Manhattan,25,MADISON AVENUE,10010
50000271,SWEET SCIENCES,Brooklyn,135,GRAHAM AVENUE,11206
50077703,HAVANA CAFE,Bronx,1247,CASTLE HILL AVENUE,10462
50066349,SWEET CHICK,Brooklyn,636,CARLTON AVENUE,11238
50000473,JUAN BAR,Queens,9615D,ROOSEVELT AVE,11368
50100510,TWO HANDS,Manhattan,74,BLEECKER STREET,10012
50017751,HEALTHY ME ORGANIC JUICE LAB,Queens,3008,37TH ST,11103
40950193,JOE'S BAR & GRILL,Brooklyn,257,AVENUE U,11223
50122847,YE'S APOTHECARY,0,N/A,N/A,N/A
50120090,ELYSIUM RESTAURANT & LOUNGE,Bronx,4371,3 AVENUE,10457
41135587,EVERYTHING GOES BOOK CAFE,Staten Island,208,BAY STREET,10301
41629218,THE GARAGE,Bronx,2260,TILLOTSON AVENUE,10475
50083583,TIERRA Y MAR RESTAURANT,Manhattan,4221,BROADWAY,10033
41247535,AU BON PAIN (Jacobi Medical Center),Bronx,1400,PELHAM PARKWAY SOUTH,10461
50120150,YOSUKI SUSHI,Staten Island,6410,AMBOY ROAD,10309
50087299,LINCOLN FRIED CHICKEN,Bronx,1487,WESTCHESTER AVENUE,10472
50004403,SWALLOW CAFE,Brooklyn,205,NORTH    9 STREET,11211
50106674,JUST KARAOKE,Queens,15716,NORTHERN BLVD,11354
50115431,RED PIPES CAFE,Queens,7160,AUSTIN ST,11375
50045991,SABOR LATINO BAR & GRILL,Bronx,2968,JEROME AVENUE,10468
50111392,SEVA INDIAN CUISINE,Queens,3411,30TH AVE,11103
50040473,ROCCO'S STEAKHOUSE,Manhattan,72,MADISON AVENUE,10016
40754486,ELEGANTE PIZZA,Brooklyn,6922,5 AVENUE,11209
50006232,LITTLE CAESARS,Bronx,4711,WHITE PLAINS ROAD,10470
50013460,PLOWSHARES COFFEE,Manhattan,2730,BROADWAY,10025
50095435,BLAZE PIZZA,Queens,18712,HORACE HARDING EXPY,11365
50048016,SIMPLE ASIA,Staten Island,2333,HYLAN BOULEVARD,10306
41086843,TIEN CHU CHINESE KITCHEN,Queens,18838,LINDEN BOULEVARD,11412
50102582,INWOOD PIZZA,Manhattan,179,SHERMAN AVENUE,10034
50084956,CHUN VEGETARIAN,Brooklyn,582,NOSTRAND AVENUE,11216
50077163,OLDE BROOKLYN BAGEL SHOPPE,Brooklyn,645,VANDERBILT AVENUE,11238
41002789,SUNSET RIDGE DELI,Brooklyn,5802,5 AVENUE,11220
50108952,FUNNY FACE BAKERY,Brooklyn,160,WATER STREET,11201
50043851,CAPELLI'S CAFE,Queens,107-11,NORTHERN BOULEVARD,11368
50111561,AMY'S BREAD,Manhattan,445,5TH AVE,10016
50115512,WRIGHT RESTAURANT,Manhattan,1071,5 AVENUE,10128
41293148,DUNKIN,Brooklyn,8702,4 AVENUE,11209
50048222,CARIBBEAN FIESTA,Manhattan,1544,MADISON AVENUE,10029
50018884,"DUNKIN', 'BASKIN ROBBINS",Queens,7302,AUSTIN ST,11375
40510301,EL VAQUERO BARRAS,Bronx,2649,WEBSTER AVENUE,10458
50121682,HOOK & REEL CAJUN SEAFOOD AND BAR,Queens,13340,79TH ST,11414
41433469,THE CAPITAL GRILLE,Manhattan,120,BROADWAY,10271
41611699,LONG SHOTS,Queens,110-00,ROCKAWAY BOULEVARD,11420
40946431,MCDONALD'S,Brooklyn,1883,ATLANTIC AVENUE,11233
50118609,HOMEMADE TAQUERIA,Brooklyn,177,5 AVENUE,11217
41503176,CALI AJI CON SABOR RESTAURANT,Queens,9815,ASTORIA BOULEVARD,11369
50125488,ESSEX SQUEEZE,Brooklyn,445,GOLD ST,11201
41708194,AL PASTOR,Manhattan,145,EAST   39 STREET,10016
50121945,GAIA ITALIAN CAFE,Manhattan,226,EAST    3 STREET,10009
50087029,FUYU RAMEN,Queens,4617,QUEENS BLVD,11104
50019113,DEBORAH MILLER,Manhattan,3,MADISON STREET,10038
50076301,FIORE 227,Staten Island,227,MANSION AVENUE,10308
41126295,O'LA BLANCA,Queens,2804,STEINWAY STREET,11103
50078940,PAINT 'N POUR' NYC,Manhattan,2080,FREDERICK DOUGLASS BOULEVARD,
50044606,SAUSAGE BOSS,Manhattan,4,PENN PLZ,10121
